creator_id,market,language,category,followers,avg_views,engagement_rate,follower_growth_30d,videos_30d,campaign_participation_90d,response_rate,conversion_rate,last_active_days,views_per_follower,views_per_follower_pct,engagement_rate_pct,engagement_band,growth_rate_pct,growth_band,posting_frequency_score,recency_score,activity_score,campaign_participation_score,response_rate_pct,response_band,conversion_rate_pct,is_recently_inactive,is_high_engagement,is_high_growth,is_consistently_active,engagement_component,growth_component,activity_component,campaign_component,response_conversion_component,creator_growth_score,growth_score_band,priority_reason,is_high_growth_priority,is_growth_opportunity,needs_reactivation
creator_139,Germany,German,Lifestyle,25710,17486,0.054,0.0633,18,1,0.7972,0.031,5,0.6801244651886426,68.01244651886425,5.4,Medium,6.329999999999999,Growing,60.0,88.88888888888889,71.55555555555556,8.333333333333332,79.72,High,3.1,False,False,False,True,31.428571428571427,46.65714285714286,71.55555555555556,8.333333333333332,56.87179487179486,42.34,Developing,Consistent activity with moderate growth,False,False,False
creator_140,Germany,German,Technology,6237,23392,0.1381,0.1806,30,3,0.8216,0.0668,0,3.750521083854417,375.0521083854417,13.81,Very High,18.06,High Growth,100.0,100.0,100.0,25.0,82.16,High,6.68,False,True,True,True,91.5,80.17142857142858,100.0,25.0,81.38461538461537,79.38,Growth Potential,High engagement and strong recent growth,False,True,False
creator_141,Netherlands,Dutch,Fashion,10741,16497,0.1333,0.226,20,7,0.8201,0.0793,7,1.5358905129876177,153.58905129876177,13.33,Very High,22.6,High Growth,66.66666666666666,84.44444444444444,73.77777777777777,58.333333333333336,82.01,High,7.93,False,True,True,True,88.07142857142858,93.14285714285715,73.77777777777777,58.333333333333336,89.30128205128204,82.14,High Potential,High engagement and strong recent growth,True,False,False
creator_142,Spain,Spanish,Lifestyle,125063,510075,0.0446,0.0132,5,7,0.5185,0.0112,14,4.078544413615538,407.8544413615538,4.46,Medium,1.32,Stable,16.666666666666664,68.88888888888889,37.55555555555556,58.333333333333336,51.849999999999994,Medium,1.12,True,False,False,False,24.714285714285715,32.34285714285715,37.55555555555556,58.333333333333336,26.314102564102562,34.39,Low Priority,Moderate performance with room for growth,False,False,False
creator_143,Germany,German,Fitness,181921,83515,0.0548,0.0202,2,1,0.6406,0.0187,23,0.4590728942782856,45.907289427828566,5.48,Medium,2.02,Stable,6.666666666666667,48.88888888888889,23.555555555555557,8.333333333333332,64.05999999999999,Medium,1.87,True,False,False,False,32.0,34.34285714285715,23.555555555555557,8.333333333333332,38.94871794871794,28.04,Low Priority,Moderate performance with room for growth,False,False,False
creator_144,Belgium,French,Lifestyle,268407,874754,0.0141,0.0128,8,6,0.523,0.0185,5,3.2590580722559395,325.90580722559395,1.41,Low,1.28,Stable,26.666666666666668,88.88888888888889,51.55555555555556,50.0,52.3,Medium,1.85,False,False,False,True,2.928571428571429,32.228571428571435,51.55555555555556,50.0,31.28205128205128,29.88,Low Priority,Large audience but low engagement,False,False,False
creator_145,Germany,German,Lifestyle,85589,329021,0.1499,0.0977,11,4,0.8715,0.0414,2,3.8441972683405576,384.4197268340558,14.99,Very High,9.77,Growing,36.666666666666664,95.55555555555556,60.222222222222214,33.33333333333333,87.15,Very High,4.14,False,True,False,True,99.92857142857143,56.48571428571428,60.222222222222214,33.33333333333333,68.30128205128204,67.97,Growth Potential,Consistent activity with moderate growth,False,True,False
creator_146,UK,English,Fitness,17122,28605,0.0419,0.0136,18,3,0.613,0.0383,0,1.6706576334540355,167.06576334540358,4.19,Medium,1.36,Stable,60.0,100.0,76.0,25.0,61.3,Medium,3.83,False,False,False,True,22.78571428571429,32.45714285714286,76.0,25.0,49.743589743589745,38.87,Low Priority,Consistent activity with moderate growth,False,False,False
creator_147,Italy,Italian,Lifestyle,116876,112492,0.0787,-0.0254,2,1,0.4189,0.0169,28,0.9624901605119957,96.24901605119956,7.870000000000001,High,-2.54,Declining,6.666666666666667,37.77777777777778,19.11111111111111,8.333333333333332,41.89,Low,1.69,True,True,False,False,49.071428571428584,21.314285714285717,19.11111111111111,8.333333333333332,23.583333333333332,27.48,Low Priority,Currently inactive despite strong engagement,False,False,False
creator_148,UK,English,Food,302892,497441,0.0465,-0.0082,16,6,0.652,0.0069,19,1.6423048479325963,164.23048479325962,4.65,Medium,-0.8200000000000001,Declining,53.333333333333336,57.77777777777777,55.111111111111114,50.0,65.2,Medium,0.69,True,False,False,False,26.071428571428573,26.228571428571435,55.111111111111114,50.0,32.11538461538462,36.11,Low Priority,Declining growth requires closer monitoring,False,False,False
creator_149,Netherlands,Dutch,Beauty,4947,24442,0.1397,0.1294,30,3,0.9788,0.0667,6,4.940772185162725,494.0772185162725,13.97,Very High,12.94,High Growth,100.0,86.66666666666667,94.66666666666669,25.0,97.88,Very High,6.67,False,True,True,True,92.64285714285714,65.54285714285714,94.66666666666669,25.0,91.39743589743588,76.0,Growth Potential,High engagement and strong recent growth,False,True,False
creator_150,Italy,Italian,Food,150126,310274,0.051,0.02,10,6,0.7693,0.0298,2,2.066757257237254,206.6757257237254,5.1,Medium,2.0,Stable,33.33333333333333,95.55555555555556,58.222222222222214,50.0,76.92999999999999,High,2.98,False,False,False,True,29.28571428571429,34.28571428571429,58.222222222222214,50.0,54.314102564102555,41.93,Developing,Consistent activity with moderate growth,False,False,False
creator_151,France,French,Fashion,108817,295920,0.0811,0.206,10,8,0.8328,0.039,2,2.719428030546698,271.94280305466975,8.110000000000001,High,20.6,High Growth,33.33333333333333,95.55555555555556,58.222222222222214,66.66666666666666,83.28,High,3.9,False,True,True,True,50.7857142857143,87.42857142857143,58.222222222222214,66.66666666666666,64.28205128205128,65.17,Growth Potential,High engagement and strong recent growth,False,True,False
creator_152,UK,English,Technology,476894,1096807,0.0291,0.0211,10,3,0.3627,0.0093,2,2.299896832419783,229.98968324197827,2.91,Low,2.11,Stable,33.33333333333333,95.55555555555556,58.222222222222214,25.0,36.27,Low,0.93,False,False,False,True,13.642857142857142,34.60000000000001,58.222222222222214,25.0,15.10897435897436,29.65,Low Priority,Large audience but low engagement,False,False,False
creator_153,Italy,Italian,Food,21464,24604,0.1211,0.1989,12,3,0.7662,0.0708,6,1.1462914647782334,114.62914647782334,12.11,Very High,19.89,High Growth,40.0,86.66666666666667,58.66666666666667,25.0,76.62,High,7.08,False,True,True,True,79.35714285714288,85.4,58.66666666666667,25.0,80.3974358974359,68.68,Growth Potential,High engagement and strong recent growth,False,True,False
creator_154,UK,English,Lifestyle,97973,109050,0.088,0.239,26,7,0.9292,0.0313,4,1.1130617619139966,111.30617619139966,8.799999999999999,High,23.9,High Growth,86.66666666666667,91.11111111111111,88.44444444444446,58.333333333333336,92.92,Very High,3.1300000000000003,False,True,True,True,55.714285714285715,96.85714285714285,88.44444444444446,58.333333333333336,65.52564102564102,73.92,Growth Potential,High engagement and strong recent growth,False,True,False
creator_155,Germany,German,Food,176031,195218,0.0443,0.0842,10,2,0.7464,0.0305,9,1.108997846970136,110.8997846970136,4.43,Medium,8.42,Growing,33.33333333333333,80.0,52.0,16.666666666666664,74.64,High,3.05,False,False,False,False,24.5,52.62857142857143,52.0,16.666666666666664,53.29487179487179,38.74,Low Priority,Moderate performance with room for growth,False,False,False
creator_156,Netherlands,Dutch,Beauty,15646,42866,0.0736,0.1747,28,7,0.8649,0.0649,6,2.739741787038221,273.9741787038221,7.359999999999999,High,17.47,High Growth,93.33333333333331,86.66666666666667,90.66666666666666,58.333333333333336,86.49,Very High,6.49,False,True,True,True,45.42857142857144,78.4857142857143,90.66666666666666,58.333333333333336,82.9423076923077,68.43,Growth Potential,High engagement and strong recent growth,False,True,False
creator_157,UK,English,Food,156871,57008,0.0503,-0.0653,4,3,0.3487,0.004,8,0.3634068757131656,36.34068757131656,5.029999999999999,Medium,-6.529999999999999,Declining,13.333333333333334,82.22222222222221,40.888888888888886,25.0,34.870000000000005,Low,0.4,False,False,False,False,28.78571428571429,9.914285714285716,40.888888888888886,25.0,10.814102564102566,24.12,Low Priority,Declining growth requires closer monitoring,False,False,False
creator_158,Germany,German,Lifestyle,20379,23952,0.0901,0.2195,18,5,0.9749,0.0342,3,1.1753275430590313,117.53275430590313,9.01,Very High,21.95,High Growth,60.0,93.33333333333331,73.33333333333334,41.66666666666667,97.49,Very High,3.42,False,True,True,True,57.21428571428573,91.28571428571429,73.33333333333334,41.66666666666667,70.31410256410255,67.93,Growth Potential,High engagement and strong recent growth,False,True,False
creator_159,Germany,German,Lifestyle,71370,158066,0.0607,0.0167,11,2,0.4936,0.0159,6,2.2147400868712346,221.47400868712344,6.069999999999999,High,1.67,Stable,36.666666666666664,86.66666666666667,56.66666666666667,16.666666666666664,49.36,Low,1.59,False,True,False,True,36.214285714285715,33.34285714285715,56.66666666666667,16.666666666666664,27.730769230769226,35.81,Low Priority,Consistent activity with moderate growth,False,False,False
creator_160,Germany,German,Fashion,213748,105479,0.0395,-0.0249,1,0,0.6197,0.0135,37,0.4934736231450118,49.34736231450118,3.95,Medium,-2.49,Declining,3.3333333333333335,17.777777777777782,9.111111111111114,0.0,61.970000000000006,Medium,1.35,True,False,False,False,21.071428571428573,21.45714285714286,9.111111111111114,0.0,34.27564102564103,16.94,Low Priority,Declining growth requires closer monitoring,False,False,False
creator_161,Poland,Polish,Beauty,13385,43221,0.1154,0.2427,14,4,0.7017,0.0135,3,3.2290623832648486,322.90623832648487,11.54,Very High,24.27,High Growth,46.666666666666664,93.33333333333331,65.33333333333333,33.33333333333333,70.17,High,1.35,False,True,True,True,75.2857142857143,97.91428571428573,65.33333333333333,33.33333333333333,39.532051282051285,69.08,Growth Potential,High engagement and strong recent growth,False,True,False
creator_162,Poland,Polish,Lifestyle,148690,73602,0.0354,0.0007,10,3,0.7774,0.032,5,0.4950030264308292,49.500302643082925,3.54,Medium,0.0699999999999999,Stable,33.33333333333333,88.88888888888889,55.55555555555556,25.0,77.74,High,3.2,False,False,False,True,18.142857142857142,28.771428571428576,55.55555555555556,25.0,56.24358974358974,33.12,Low Priority,Consistent activity with moderate growth,False,False,False
creator_163,UK,English,Lifestyle,153024,279855,0.0509,0.0286,15,7,0.6974,0.0341,9,1.828830771643664,182.88307716436637,5.09,Medium,2.86,Stable,50.0,80.0,62.0,58.333333333333336,69.74000000000001,Medium,3.4099999999999997,False,False,False,False,29.214285714285715,36.74285714285715,62.0,58.333333333333336,52.46153846153846,44.35,Developing,Moderate performance with room for growth,False,False,False
creator_164,UK,English,Fitness,98331,8676,0.0815,-0.0559,1,0,0.3095,0.0137,37,0.088232602129542,8.823260212954205,8.15,High,-5.59,Declining,3.3333333333333335,17.777777777777782,9.111111111111114,0.0,30.95,Low,1.37,True,True,False,False,51.07142857142858,12.600000000000003,9.111111111111114,0.0,14.519230769230768,21.75,Low Priority,Currently inactive despite strong engagement,False,False,False
creator_165,UK,English,Fitness,144139,176599,0.0601,0.0506,16,2,0.5976,0.0268,2,1.2251992867995476,122.51992867995476,6.01,High,5.06,Growing,53.333333333333336,95.55555555555556,70.22222222222223,16.666666666666664,59.760000000000005,Medium,2.68,False,True,False,True,35.785714285714285,43.02857142857143,70.22222222222223,16.666666666666664,41.38461538461539,42.18,Developing,Consistent activity with moderate growth,False,False,False
creator_166,Italy,Italian,Food,181356,108300,0.0429,-0.0414,8,4,0.3499,0.0248,18,0.5971680010586912,59.71680010586912,4.29,Medium,-4.14,Declining,26.666666666666668,60.0,40.0,33.33333333333333,34.99,Low,2.48,True,False,False,False,23.5,16.742857142857144,40.0,33.33333333333333,24.224358974358974,26.66,Low Priority,Declining growth requires closer monitoring,False,False,False
creator_167,UK,English,Lifestyle,24267,76326,0.141,0.1684,27,3,0.6642,0.0559,6,3.1452589936951414,314.52589936951415,14.099999999999998,Very High,16.84,High Growth,90.0,86.66666666666667,88.66666666666667,25.0,66.42,Medium,5.59,False,True,True,True,93.57142857142856,76.68571428571428,88.66666666666667,25.0,64.3076923076923,75.16,Growth Potential,High engagement and strong recent growth,False,True,False
creator_168,UK,English,Fitness,27349,36362,0.1119,0.1914,22,5,0.9211,0.0307,1,1.3295550111521446,132.95550111521445,11.19,Very High,19.139999999999997,High Growth,73.33333333333333,97.77777777777776,83.11111111111111,41.66666666666667,92.11,Very High,3.0700000000000003,False,True,True,True,72.78571428571429,83.25714285714287,83.11111111111111,41.66666666666667,64.62179487179488,71.98,Growth Potential,High engagement and strong recent growth,False,True,False
creator_169,France,French,Fitness,23126,85691,0.0943,0.1404,27,3,0.9253,0.0615,0,3.705396523393583,370.5396523393583,9.43,Very High,14.04,High Growth,90.0,100.0,94.0,25.0,92.53,Very High,6.15,False,True,True,True,60.21428571428572,68.6857142857143,94.0,25.0,84.63461538461539,66.25,Growth Potential,High engagement and strong recent growth,False,True,False
creator_170,France,French,Technology,133402,242701,0.0639,0.0214,10,4,0.8605,0.0176,5,1.8193205499167928,181.93205499167928,6.39,High,2.1399999999999997,Stable,33.33333333333333,88.88888888888889,55.55555555555556,33.33333333333333,86.05000000000001,Very High,1.76,False,True,False,True,38.5,34.68571428571429,55.55555555555556,33.33333333333333,52.33974358974359,41.57,Developing,Consistent activity with moderate growth,False,False,False
creator_171,Poland,Polish,Technology,77300,156104,0.0686,0.0092,11,3,0.7011,0.0136,4,2.019456662354463,201.9456662354463,6.859999999999999,High,0.92,Stable,36.666666666666664,91.11111111111111,58.44444444444444,25.0,70.11,High,1.36,False,True,False,True,41.857142857142854,31.200000000000006,58.44444444444444,25.0,39.5576923076923,39.75,Low Priority,Consistent activity with moderate growth,False,False,False
creator_172,Italy,Italian,Fitness,91110,165902,0.0614,0.046,22,7,0.7747,0.0158,9,1.8208978158270224,182.08978158270224,6.140000000000001,High,4.6,Growing,73.33333333333333,80.0,76.0,58.333333333333336,77.47,High,1.58,False,True,False,False,36.71428571428572,41.71428571428572,76.0,58.333333333333336,45.68589743589744,49.96,Developing,Moderate performance with room for growth,False,False,False
creator_173,Germany,German,Lifestyle,203154,59650,0.0824,-0.0622,1,2,0.2435,0.0233,41,0.2936196186144501,29.361961861445018,8.24,High,-6.22,Declining,3.3333333333333335,8.888888888888891,5.555555555555557,16.666666666666664,24.35,Low,2.33,True,True,False,False,51.71428571428572,10.800000000000002,5.555555555555557,16.666666666666664,16.44230769230769,23.47,Low Priority,Currently inactive despite strong engagement,False,False,False
creator_174,France,French,Food,242151,170247,0.0473,0.0496,6,3,0.6078,0.0155,7,0.7030613129823953,70.30613129823952,4.73,Medium,4.96,Growing,20.0,84.44444444444444,45.77777777777778,25.0,60.78,Medium,1.55,False,False,False,False,26.642857142857146,42.74285714285715,45.77777777777778,25.0,34.794871794871796,35.06,Low Priority,Moderate performance with room for growth,False,False,False
creator_175,Poland,Polish,Fashion,127520,562572,0.014,0.013,11,3,0.6406,0.0052,17,4.4116373902133,441.16373902132995,1.4,Low,1.3,Stable,36.666666666666664,62.22222222222222,46.888888888888886,25.0,64.05999999999999,Medium,0.52,True,False,False,False,2.857142857142857,32.28571428571429,46.888888888888886,25.0,30.29487179487179,25.09,Low Priority,Large audience but low engagement,False,False,False
creator_176,UK,English,Fitness,133160,78280,0.0708,0.0656,12,3,0.5784,0.008,12,0.5878642234905377,58.786422349053765,7.08,High,6.5600000000000005,Growing,40.0,73.33333333333334,53.33333333333334,25.0,57.84,Medium,0.8,False,True,False,False,43.42857142857143,47.314285714285724,53.33333333333334,25.0,28.102564102564106,42.08,Developing,Moderate performance with room for growth,False,False,False
creator_177,France,French,Technology,17777,36526,0.0852,0.0075,22,7,0.5291,0.0373,6,2.054677392135906,205.4677392135906,8.52,High,0.75,Stable,73.33333333333333,86.66666666666667,78.66666666666666,58.333333333333336,52.91,Medium,3.73,False,True,False,True,53.71428571428572,30.714285714285722,78.66666666666666,58.333333333333336,43.72435897435898,52.65,Developing,Consistent activity with moderate growth,False,False,False
creator_178,UK,English,Lifestyle,17821,26750,0.0355,0.0468,9,3,0.5781,0.0396,8,1.50103810111666,150.103810111666,3.55,Medium,4.68,Growing,30.0,82.22222222222221,50.888888888888886,25.0,57.809999999999995,Medium,3.96,False,False,False,False,18.21428571428571,41.94285714285715,50.888888888888886,25.0,48.339743589743584,34.71,Low Priority,Moderate performance with room for growth,False,False,False
creator_179,Poland,Polish,Food,66344,49524,0.0918,0.2099,20,5,0.8913,0.0571,2,0.7464729289762451,74.64729289762451,9.18,Very High,20.99,High Growth,66.66666666666666,95.55555555555556,78.22222222222221,41.66666666666667,89.13,Very High,5.71,False,True,True,True,58.42857142857144,88.54285714285716,78.22222222222221,41.66666666666667,79.63461538461539,69.52,Growth Potential,High engagement and strong recent growth,False,True,False
creator_180,Germany,German,Technology,497034,1045428,0.0177,0.0411,14,8,0.7135,0.0139,2,2.1033329711850697,210.33329711850695,1.77,Low,4.109999999999999,Growing,46.666666666666664,95.55555555555556,66.22222222222221,66.66666666666666,71.35000000000001,High,1.39,False,False,False,True,5.500000000000001,40.31428571428572,66.22222222222221,66.66666666666666,40.544871794871796,39.03,Low Priority,Large audience but low engagement,False,False,False
creator_181,UK,English,Fitness,85330,28743,0.0942,-0.0991,1,0,0.4457,0.0081,31,0.3368451892652057,33.68451892652057,9.42,Very High,-9.91,Declining,3.3333333333333335,31.11111111111111,14.444444444444445,0.0,44.57,Low,0.8099999999999999,True,True,False,False,60.14285714285715,0.25714285714286056,14.444444444444445,0.0,19.660256410256405,22.96,Low Priority,Currently inactive despite strong engagement,False,False,False
creator_182,Spain,Spanish,Technology,52127,155232,0.1254,0.053,13,10,0.7512,0.0414,4,2.9779576802808525,297.79576802808526,12.54,Very High,5.3,Growing,43.333333333333336,91.11111111111111,62.44444444444445,83.33333333333334,75.12,High,4.14,False,True,False,True,82.42857142857144,43.714285714285715,62.44444444444445,83.33333333333334,60.589743589743584,66.71,Growth Potential,Consistent activity with moderate growth,False,True,False
creator_183,Italy,Italian,Lifestyle,161620,71929,0.0299,0.0245,1,0,0.4502,0.0247,32,0.4450501175597079,44.5050117559708,2.99,Low,2.45,Stable,3.3333333333333335,28.88888888888889,13.555555555555555,0.0,45.02,Low,2.47,True,False,False,False,14.214285714285715,35.57142857142858,13.555555555555555,0.0,30.589743589743584,18.93,Low Priority,Large audience but low engagement,False,False,False
creator_184,France,French,Food,22261,65090,0.1378,0.1976,29,4,0.9254,0.0157,3,2.9239477112438794,292.39477112438794,13.78,Very High,19.76,High Growth,96.66666666666669,93.33333333333331,95.33333333333334,33.33333333333333,92.54,Very High,1.5699999999999998,False,True,True,True,91.28571428571429,85.02857142857142,95.33333333333334,33.33333333333333,55.282051282051285,78.24,Growth Potential,High engagement and strong recent growth,False,True,False
creator_185,Germany,German,Beauty,37379,27902,0.0606,0.0038,4,4,0.4683,0.0066,23,0.746461917119238,74.6461917119238,6.0600000000000005,High,0.38,Stable,13.333333333333334,48.88888888888889,27.555555555555557,33.33333333333333,46.83,Low,0.66,True,True,False,False,36.142857142857146,29.65714285714286,27.555555555555557,33.33333333333333,20.147435897435898,30.78,Low Priority,Currently inactive despite strong engagement,False,False,False
creator_186,Italy,Italian,Fitness,31839,16595,0.0844,0.0345,8,4,0.5094,0.0201,9,0.5212161185966896,52.12161185966896,8.44,High,3.45,Growing,26.666666666666668,80.0,48.0,33.33333333333333,50.94,Medium,2.01,False,True,False,False,53.14285714285716,38.42857142857143,48.0,33.33333333333333,31.435897435897434,43.29,Developing,Moderate performance with room for growth,False,False,False
creator_187,France,French,Technology,16413,17980,0.0368,-0.0061,12,1,0.4892,0.0033,18,1.095473100590995,109.5473100590995,3.68,Medium,-0.61,Declining,40.0,60.0,48.0,8.333333333333332,48.92,Low,0.33,True,False,False,False,19.142857142857142,26.828571428571436,48.0,8.333333333333332,19.371794871794872,25.24,Low Priority,Declining growth requires closer monitoring,False,False,False
creator_188,France,French,Beauty,66875,238726,0.0725,0.1259,14,9,0.7736,0.0729,7,3.5697345794392525,356.97345794392527,7.249999999999999,High,12.590000000000002,High Growth,46.666666666666664,84.44444444444444,61.77777777777777,75.0,77.36,High,7.290000000000001,False,True,True,True,44.642857142857146,64.54285714285716,61.77777777777777,75.0,82.21794871794872,61.36,Growth Potential,High engagement and strong recent growth,False,True,False
creator_189,Poland,Polish,Technology,22185,25741,0.1412,0.0593,19,0,0.6267,0.0476,4,1.1602884832093756,116.02884832093756,14.12,Very High,5.93,Growing,63.33333333333333,91.11111111111111,74.44444444444444,0.0,62.67,Medium,4.760000000000001,False,True,False,True,93.71428571428572,45.51428571428572,74.44444444444444,0.0,56.583333333333336,60.04,Growth Potential,Consistent activity with moderate growth,False,True,False
creator_190,Belgium,French,Beauty,161428,99652,0.0405,-0.0173,7,4,0.3896,0.0084,21,0.6173154595237506,61.73154595237506,4.05,Medium,-1.73,Declining,23.333333333333332,53.333333333333336,35.333333333333336,33.33333333333333,38.96,Low,0.84,True,False,False,False,21.78571428571429,23.628571428571433,35.333333333333336,33.33333333333333,16.256410256410255,26.14,Low Priority,Declining growth requires closer monitoring,False,False,False
creator_191,Germany,German,Technology,201168,56052,0.0202,0.0052,1,2,0.6213,0.0223,21,0.2786327845382964,27.863278453829636,2.02,Low,0.52,Stable,3.3333333333333335,53.333333333333336,23.333333333333336,16.666666666666664,62.129999999999995,Medium,2.23,True,False,False,False,7.285714285714286,30.05714285714286,23.333333333333336,16.666666666666664,40.01923076923076,20.87,Low Priority,Large audience but low engagement,False,False,False
creator_192,UK,English,Fitness,164705,141031,0.072,0.0772,11,6,0.4699,0.0209,8,0.8562642299869464,85.62642299869464,7.199999999999999,High,7.720000000000001,Growing,36.666666666666664,82.22222222222221,54.888888888888886,50.0,46.989999999999995,Low,2.09,False,True,False,False,44.285714285714285,50.62857142857143,54.888888888888886,50.0,29.416666666666664,47.36,Developing,Moderate performance with room for growth,False,False,False
creator_193,Poland,Polish,Food,42914,63589,0.0887,0.2324,28,8,0.8406,0.0652,5,1.4817775085053828,148.17775085053827,8.870000000000001,High,23.24,High Growth,93.33333333333331,88.88888888888889,91.55555555555554,66.66666666666666,84.06,High,6.52,False,True,True,True,56.21428571428573,94.97142857142859,91.55555555555554,66.66666666666666,81.57692307692308,77.08,Growth Potential,High engagement and strong recent growth,False,True,False
creator_194,Poland,Polish,Food,58445,40608,0.0472,-0.0642,2,2,0.6838,0.023,41,0.6948070835828557,69.48070835828557,4.72,Medium,-6.419999999999999,Declining,6.666666666666667,8.888888888888891,7.555555555555557,16.666666666666664,68.38,Medium,2.3,True,False,False,False,26.571428571428573,10.228571428571433,7.555555555555557,16.666666666666664,44.47435897435897,18.99,Low Priority,Declining growth requires closer monitoring,False,False,False
creator_195,France,French,Lifestyle,89320,284892,0.1237,0.205,20,9,0.7847,0.0345,2,3.189565606806986,318.9565606806986,12.37,Very High,20.5,High Growth,66.66666666666666,95.55555555555556,78.22222222222221,75.0,78.47,High,3.45,False,True,True,True,81.21428571428572,87.14285714285714,78.22222222222221,75.0,58.31410256410256,78.88,Growth Potential,High engagement and strong recent growth,False,True,False
creator_196,France,French,Lifestyle,80681,54408,0.0593,0.0052,9,3,0.6839,0.0176,11,0.6743595146316976,67.43595146316976,5.93,Medium,0.52,Stable,30.0,75.55555555555556,48.22222222222223,25.0,68.39,Medium,1.76,False,False,False,False,35.214285714285715,30.05714285714286,48.22222222222223,25.0,41.01923076923077,35.57,Low Priority,Moderate performance with room for growth,False,False,False
creator_197,Germany,German,Beauty,15238,11794,0.1393,0.0503,14,0,0.6654,0.0572,4,0.7739860874130463,77.39860874130463,13.93,Very High,5.029999999999999,Growing,46.666666666666664,91.11111111111111,64.44444444444444,0.0,66.53999999999999,Medium,5.72,False,True,False,True,92.35714285714288,42.94285714285714,64.44444444444444,0.0,65.21794871794872,57.85,Developing,Consistent activity with moderate growth,False,False,False
creator_198,UK,English,Food,297998,431740,0.0269,-0.076,6,2,0.6785,0.0024,13,1.4488016698098645,144.88016698098644,2.69,Low,-7.6,Declining,20.0,71.11111111111111,40.44444444444444,16.666666666666664,67.85,Medium,0.24,False,False,False,False,12.071428571428571,6.85714285714286,40.44444444444444,16.666666666666664,30.929487179487175,19.02,Low Priority,Large audience but low engagement,False,False,False
creator_199,UK,English,Fitness,240215,76606,0.0318,-0.0214,0,1,0.7033,0.0147,45,0.31890598005953,31.890598005953,3.18,Medium,-2.1399999999999997,Declining,0.0,0.0,0.0,8.333333333333332,70.33,High,1.47,True,False,False,False,15.571428571428573,22.45714285714286,0.0,8.333333333333332,40.40384615384616,15.58,Low Priority,Declining growth requires closer monitoring,False,False,False
creator_200,France,French,Lifestyle,76566,165645,0.0548,0.0783,15,1,0.8113,0.0306,12,2.163427631063396,216.3427631063396,5.48,Medium,7.829999999999999,Growing,50.0,73.33333333333334,59.33333333333334,8.333333333333332,81.13,High,3.06,False,False,False,False,32.0,50.94285714285714,59.33333333333334,8.333333333333332,57.51923076923077,41.2,Developing,Moderate performance with room for growth,False,False,False
creator_201,Netherlands,Dutch,Fitness,1998,7528,0.1194,0.0787,12,0,0.6621,0.0754,4,3.767767767767768,376.7767767767768,11.94,Very High,7.870000000000001,Growing,40.0,91.11111111111111,60.44444444444445,0.0,66.21000000000001,Medium,7.539999999999999,False,True,False,True,78.14285714285715,51.057142857142864,60.44444444444445,0.0,76.67307692307692,55.96,Developing,Consistent activity with moderate growth,False,False,False
creator_202,Germany,German,Fashion,299145,1034555,0.0328,0.0046,12,7,0.4287,0.0209,20,3.458373029801601,345.83730298016013,3.28,Medium,0.4599999999999999,Stable,40.0,55.55555555555556,46.22222222222223,58.333333333333336,42.870000000000005,Low,2.09,True,False,False,False,16.28571428571429,29.885714285714286,46.22222222222223,58.333333333333336,26.77564102564103,33.03,Low Priority,Moderate performance with room for growth,False,False,False
creator_203,France,French,Lifestyle,52371,24668,0.0427,0.0447,10,5,0.8956,0.0385,8,0.4710240400221496,47.10240400221497,4.2700000000000005,Medium,4.47,Growing,33.33333333333333,82.22222222222221,52.888888888888886,41.66666666666667,89.56,Very High,3.85,False,False,False,False,23.35714285714286,41.34285714285714,52.888888888888886,41.66666666666667,67.98717948717947,40.97,Developing,Moderate performance with room for growth,False,False,False
creator_204,Poland,Polish,Technology,13217,7010,0.0788,-0.0464,2,0,0.2374,0.0055,27,0.5303775440720284,53.03775440720284,7.88,High,-4.64,Declining,6.666666666666667,40.0,20.0,0.0,23.74,Low,0.5499999999999999,True,True,False,False,49.142857142857146,15.314285714285717,20.0,0.0,4.64102564102564,23.04,Low Priority,Currently inactive despite strong engagement,False,False,False
creator_205,Germany,German,Technology,169616,256421,0.0852,0.0559,8,1,0.6895,0.02,0,1.511773653428922,151.1773653428922,8.52,High,5.59,Growing,26.666666666666668,100.0,56.0,8.333333333333332,68.95,Medium,2.0,False,True,False,True,53.71428571428572,44.54285714285715,56.0,8.333333333333332,42.91666666666667,43.99,Developing,Consistent activity with moderate growth,False,False,False
creator_206,Germany,German,Beauty,132152,30703,0.0832,-0.0124,0,0,0.7049,0.0141,28,0.2323309522368182,23.233095223681826,8.32,High,-1.24,Declining,0.0,37.77777777777778,15.111111111111112,0.0,70.49,High,1.41,True,True,False,False,52.28571428571429,25.028571428571432,15.111111111111112,0.0,40.12179487179486,28.98,Low Priority,Currently inactive despite strong engagement,False,False,False
creator_207,France,French,Lifestyle,213088,228740,0.0193,0.0103,8,4,0.3216,0.0215,16,1.073453221204385,107.3453221204385,1.93,Low,1.03,Stable,26.666666666666668,64.44444444444444,41.77777777777778,33.33333333333333,32.16,Low,2.15,True,False,False,False,6.642857142857145,31.514285714285716,41.77777777777778,33.33333333333333,20.29487179487179,25.26,Low Priority,Large audience but low engagement,False,False,False
