creator_id,market,language,category,creator_growth_score,score_band,primary_segment,segment_reason,secondary_opportunity,is_high_growth_priority,is_growth_opportunity,needs_reactivation,is_high_engagement,is_high_growth,is_consistently_active,activity_score,campaign_participation_score,response_rate_pct,conversion_rate_pct,last_active_days
creator_281,UK,English,Food,50.14,Developing,Consistent Active,Consistent recent activity supports ongoing community engagement.,Campaign Activation,False,False,False,False,False,True,78.44444444444446,58.333333333333336,84.67,2.27,4
creator_282,UK,English,Food,65.7,Growth Potential,Growth Opportunity,High recent growth indicates a clear opportunity for support.,Growth Support,False,True,False,True,True,True,78.22222222222221,100.0,71.65,2.35,2
creator_283,Poland,Polish,Beauty,39.72,Low Priority,Consistent Active,Consistent recent activity supports ongoing community engagement.,Campaign Activation,False,False,False,False,False,True,70.22222222222223,25.0,72.32,2.18,2
creator_284,Netherlands,Dutch,Beauty,58.79,Developing,Consistent Active,Consistent activity and strong engagement support ongoing community work.,Campaign Activation,False,False,False,True,False,True,63.333333333333336,41.66666666666667,95.79,6.54,3
creator_285,UK,English,Technology,32.72,Low Priority,Other / Developing,Limited current signals and recent inactivity call for monitoring.,Monitor,False,False,False,True,False,False,13.333333333333336,16.666666666666664,52.39,0.6,30
creator_286,Germany,German,Beauty,72.84,Growth Potential,Growth Opportunity,Growth signals are strong; campaign participation can be developed.,Growth Support,False,True,False,True,True,True,93.33333333333331,25.0,71.00999999999999,3.5700000000000003,3
creator_287,UK,English,Lifestyle,55.11,Developing,Consistent Active,Consistent activity and strong engagement support ongoing community work.,Campaign Activation,False,False,False,True,True,True,70.66666666666667,8.333333333333332,82.36,7.739999999999999,6
creator_288,Italy,Italian,Fitness,17.32,Low Priority,Other / Developing,"Limited current signals; monitor engagement, growth, and activity changes.",Monitor,False,False,False,False,False,False,37.77777777777778,16.666666666666664,32.83,0.5,7
creator_289,France,French,Fashion,63.5,Growth Potential,Growth Opportunity,Growth signals are strong; campaign participation can be developed.,Growth Support,False,True,False,True,True,True,84.66666666666669,25.0,59.36,4.36,6
creator_290,Spain,Spanish,Fitness,31.01,Low Priority,Other / Developing,"Limited current signals; monitor engagement, growth, and activity changes.",Monitor,False,False,False,False,False,False,39.111111111111114,58.333333333333336,43.059999999999995,0.44,10
creator_291,Germany,German,Food,47.66,Developing,Other / Developing,"Limited current signals; monitor engagement, growth, and activity changes.",Monitor,False,False,False,False,False,False,75.11111111111111,33.33333333333333,76.7,2.07,10
creator_292,Poland,Polish,Beauty,66.69,Growth Potential,Growth Opportunity,Good overall potential with room to strengthen operational signals.,Community Nurturing,False,True,False,True,False,True,91.33333333333334,91.66666666666666,73.75,3.3300000000000005,3
creator_293,Germany,German,Fitness,32.16,Low Priority,Consistent Active,Consistent recent activity supports ongoing community engagement.,Campaign Activation,False,False,False,False,False,True,51.77777777777778,25.0,82.08,2.73,7
creator_294,UK,English,Lifestyle,69.35,Growth Potential,Growth Opportunity,Good overall potential with room to strengthen operational signals.,Community Nurturing,False,True,False,True,False,True,83.11111111111111,83.33333333333334,81.14,5.800000000000001,1
creator_295,Germany,German,Fitness,54.87,Developing,Consistent Active,Consistent activity and strong engagement support ongoing community work.,Campaign Activation,False,False,False,True,False,True,80.44444444444444,25.0,66.33,6.859999999999999,4
creator_296,Spain,Spanish,Beauty,43.53,Developing,Consistent Active,Consistent recent activity supports ongoing community engagement.,Campaign Activation,False,False,False,False,False,True,74.66666666666666,41.66666666666667,55.24,0.8099999999999999,6
creator_297,Germany,German,Fitness,46.78,Developing,Other / Developing,"Limited current signals; monitor engagement, growth, and activity changes.",Monitor,False,False,False,True,False,False,50.888888888888886,33.33333333333333,85.61999999999999,3.03,8
creator_298,France,French,Food,39.18,Low Priority,Consistent Active,Consistent recent activity supports ongoing community engagement.,Campaign Activation,False,False,False,False,False,True,58.222222222222214,16.666666666666664,88.75,3.35,2
creator_299,UK,English,Fashion,42.05,Developing,Consistent Active,Consistent recent activity supports ongoing community engagement.,Campaign Activation,False,False,False,False,False,True,60.66666666666667,50.0,86.14,0.83,6
creator_300,France,French,Food,31.28,Low Priority,Other / Developing,"Limited current signals; monitor engagement, growth, and activity changes.",Monitor,False,False,False,True,False,False,55.111111111111114,33.33333333333333,49.38,2.39,10
